shape,voxel_spacing,axcodes,min_value,max_value,median_value,affine,orientation,is_hwd,image_id,patient,modality,timepoint,image_path,preprocessed_image_path,dataset
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-139.0,1641.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 56.012298583984375], [0.0, -0.46875, 0.0, 146.77352905273438], [0.0, 0.0, 0.46875, -88.66478729248047], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient03_T1WKS,patient03,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient03/patient03_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-301.0,1556.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 56.012298583984375], [0.0, -0.46875, 0.0, 146.77352905273438], [0.0, 0.0, 0.46875, -88.66478729248047], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient03_T2W,patient03,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient03/patient03_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,566.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 72.30449676513672], [0.0, -0.46875, 0.0, 142.9022216796875], [0.0, 0.0, 0.46875, -98.41170501708984], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient04_FLAIR,patient04,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient04/patient04_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-169.0,1898.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 72.30449676513672], [0.0, -0.46875, 0.0, 142.9022216796875], [0.0, 0.0, 0.46875, -98.41170501708984], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient04_T1W,patient04,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient04/patient04_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-224.0,2835.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 72.30449676513672], [0.0, -0.46875, 0.0, 142.9022216796875], [0.0, 0.0, 0.46875, -98.41170501708984], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient04_T1WKS,patient04,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient04/patient04_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-374.0,2027.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 72.30449676513672], [0.0, -0.46875, 0.0, 142.9022216796875], [0.0, 0.0, 0.46875, -98.41170501708984], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient04_T2W,patient04,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient04/patient04_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,362.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.81974029541016], [0.0, -0.46875, 0.0, 141.8930206298828], [0.0, 0.0, 0.46875, -80.35452270507812], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient05_FLAIR,patient05,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient05/patient05_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-97.0,1460.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.81974029541016], [0.0, -0.46875, 0.0, 141.8930206298828], [0.0, 0.0, 0.46875, -80.35452270507812], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient05_T1W,patient05,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient05/patient05_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-216.0,1951.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.81974029541016], [0.0, -0.46875, 0.0, 141.8930206298828], [0.0, 0.0, 0.46875, -80.35452270507812], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient05_T1WKS,patient05,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient05/patient05_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-207.0,1484.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.81974029541016], [0.0, -0.46875, 0.0, 141.8930206298828], [0.0, 0.0, 0.46875, -80.35452270507812], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient05_T2W,patient05,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient05/patient05_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,445.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.64811706542969], [0.0, -0.46875, 0.0, 138.91954040527344], [0.0, 0.0, 0.46875, -97.4183578491211], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient06_FLAIR,patient06,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient06/patient06_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-208.0,1746.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.64811706542969], [0.0, -0.46875, 0.0, 138.91954040527344], [0.0, 0.0, 0.46875, -97.4183578491211], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient06_T1W,patient06,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient06/patient06_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-240.0,2570.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.64811706542969], [0.0, -0.46875, 0.0, 138.91954040527344], [0.0, 0.0, 0.46875, -97.4183578491211], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient06_T1WKS,patient06,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient06/patient06_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-279.0,2184.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 77.64811706542969], [0.0, -0.46875, 0.0, 138.91954040527344], [0.0, 0.0, 0.46875, -97.4183578491211], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient06_T2W,patient06,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient06/patient06_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,474.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 59.74166488647461], [0.0, -0.46875, 0.0, 138.1605682373047], [0.0, 0.0, 0.46875, -129.02450561523438], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient07_FLAIR,patient07,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient07/patient07_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-144.0,1630.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 59.74166488647461], [0.0, -0.46875, 0.0, 138.1605682373047], [0.0, 0.0, 0.46875, -129.02450561523438], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient07_T1W,patient07,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient07/patient07_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-208.0,2423.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 59.74166488647461], [0.0, -0.46875, 0.0, 138.1605682373047], [0.0, 0.0, 0.46875, -129.02450561523438], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient07_T1WKS,patient07,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient07/patient07_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-223.0,1469.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 59.74166488647461], [0.0, -0.46875, 0.0, 138.1605682373047], [0.0, 0.0, 0.46875, -129.02450561523438], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient07_T2W,patient07,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient07/patient07_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,364.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 74.28687286376953], [0.0, -0.46875, 0.0, 127.40451049804688], [0.0, 0.0, 0.46875, -112.32908630371094], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient08_FLAIR,patient08,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient08/patient08_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-151.0,1726.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 74.28687286376953], [0.0, -0.46875, 0.0, 127.40451049804688], [0.0, 0.0, 0.46875, -112.32908630371094], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient08_T1W,patient08,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient08/patient08_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-213.0,2324.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 74.28687286376953], [0.0, -0.46875, 0.0, 127.40451049804688], [0.0, 0.0, 0.46875, -112.32908630371094], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient08_T1WKS,patient08,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient08/patient08_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-320.0,2301.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 74.28687286376953], [0.0, -0.46875, 0.0, 127.40451049804688], [0.0, 0.0, 0.46875, -112.32908630371094], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient08_T2W,patient08,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient08/patient08_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,205.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 76.78866577148438], [0.0, -0.46875, 0.0, 143.5341339111328], [0.0, 0.0, 0.46875, -125.53181457519531], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient09_FLAIR,patient09,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient09/patient09_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-121.0,1028.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 76.78866577148438], [0.0, -0.46875, 0.0, 143.5341339111328], [0.0, 0.0, 0.46875, -125.53181457519531], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient09_T1W,patient09,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient09/patient09_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-127.0,1342.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 76.78866577148438], [0.0, -0.46875, 0.0, 143.5341339111328], [0.0, 0.0, 0.46875, -125.53181457519531], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient09_T1WKS,patient09,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient09/patient09_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-129.0,909.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 76.78866577148438], [0.0, -0.46875, 0.0, 143.5341339111328], [0.0, 0.0, 0.46875, -125.53181457519531], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient09_T2W,patient09,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient09/patient09_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,385.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 64.10418701171875], [0.0, -0.46875, 0.0, 137.85804748535156], [0.0, 0.0, 0.46875, -124.6586685180664], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient10_FLAIR,patient10,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient10/patient10_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-154.0,1676.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 64.10418701171875], [0.0, -0.46875, 0.0, 137.85804748535156], [0.0, 0.0, 0.46875, -124.6586685180664], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient10_T1W,patient10,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient10/patient10_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-189.0,2464.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 64.10418701171875], [0.0, -0.46875, 0.0, 137.85804748535156], [0.0, 0.0, 0.46875, -124.6586685180664], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient10_T1WKS,patient10,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient10/patient10_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-175.0,1652.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 64.10418701171875], [0.0, -0.46875, 0.0, 137.85804748535156], [0.0, 0.0, 0.46875, -124.6586685180664], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient10_T2W,patient10,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient10/patient10_T2W.nii.gz,,3D-MR-MS
"(176, 512, 512)","(0.8999999761581421, 0.46875, 0.46875)",LPS,0.0,694.0,0.0,"[[-0.8999999761581421, 0.0, 0.0, 79.7539291381836], [0.0, -0.46875, 0.0, 138.21035766601562], [0.0, 0.0, 0.46875, -126.9377670288086], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient11_FLAIR,patient11,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient11/patient11_FLAIR.nii.gz,,3D-MR-MS
"(176, 512, 512)","(0.8999999761581421, 0.46875, 0.46875)",LPS,-108.0,1626.0,0.0,"[[-0.8999999761581421, 0.0, 0.0, 79.7539291381836], [0.0, -0.46875, 0.0, 138.21035766601562], [0.0, 0.0, 0.46875, -126.9377670288086], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient11_T1W,patient11,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient11/patient11_T1W.nii.gz,,3D-MR-MS
"(176, 512, 512)","(0.8999999761581421, 0.46875, 0.46875)",LPS,-190.0,1962.0,0.0,"[[-0.8999999761581421, 0.0, 0.0, 79.7539291381836], [0.0, -0.46875, 0.0, 138.21035766601562], [0.0, 0.0, 0.46875, -126.9377670288086], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient11_T1WKS,patient11,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient11/patient11_T1WKS.nii.gz,,3D-MR-MS
"(176, 512, 512)","(0.8999999761581421, 0.46875, 0.46875)",LPS,-184.0,1405.0,0.0,"[[-0.8999999761581421, 0.0, 0.0, 79.7539291381836], [0.0, -0.46875, 0.0, 138.21035766601562], [0.0, 0.0, 0.46875, -126.9377670288086], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient11_T2W,patient11,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient11/patient11_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.8000019788742065, 0.46875, 0.46875)",LPS,0.0,579.0,0.0,"[[-0.8000019788742065, 0.0, 0.0, 71.17739868164062], [0.0, -0.46875, 0.0, 152.68099975585938], [0.0, 0.0, 0.46875, -88.61199951171875], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient12_FLAIR,patient12,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient12/patient12_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.8000019788742065, 0.46875, 0.46875)",LPS,0.0,1294.0,0.0,"[[-0.8000019788742065, 0.0, 0.0, 71.17739868164062], [0.0, -0.46875, 0.0, 152.68099975585938], [0.0, 0.0, 0.46875, -88.61199951171875], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient12_T1W,patient12,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient12/patient12_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.8000019788742065, 0.46875, 0.46875)",LPS,0.0,2521.0,0.0,"[[-0.8000019788742065, 0.0, 0.0, 71.17739868164062], [0.0, -0.46875, 0.0, 152.68099975585938], [0.0, 0.0, 0.46875, -88.61199951171875], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient12_T1WKS,patient12,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient12/patient12_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.8000019788742065, 0.46875, 0.46875)",LPS,0.0,2438.0,0.0,"[[-0.8000019788742065, 0.0, 0.0, 71.17739868164062], [0.0, -0.46875, 0.0, 152.68099975585938], [0.0, 0.0, 0.46875, -88.61199951171875], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient12_T2W,patient12,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient12/patient12_T2W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,0.0,790.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 78.06700134277344], [0.0, -0.46875, 0.0, 123.66633605957031], [0.0, 0.0, 0.46875, -91.53173828125], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient13_FLAIR,patient13,flair,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient13/patient13_FLAIR.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-119.0,1587.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 78.06700134277344], [0.0, -0.46875, 0.0, 123.66633605957031], [0.0, 0.0, 0.46875, -91.53173828125], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient13_T1W,patient13,t1w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient13/patient13_T1W.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-186.0,2064.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 78.06700134277344], [0.0, -0.46875, 0.0, 123.66633605957031], [0.0, 0.0, 0.46875, -91.53173828125], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient13_T1WKS,patient13,t1wks,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient13/patient13_T1WKS.nii.gz,,3D-MR-MS
"(192, 512, 512)","(0.800000011920929, 0.46875, 0.46875)",LPS,-153.0,1487.0,0.0,"[[-0.800000011920929, 0.0, 0.0, 78.06700134277344], [0.0, -0.46875, 0.0, 123.66633605957031], [0.0, 0.0, 0.46875, -91.53173828125], [0.0, 0.0, 0.0, 1.0]]","[[0.0, -1.0], [1.0, -1.0], [2.0, 1.0]]",False,patient13_T2W,patient13,t2w,,/Volumes/BACH2TB/Datasets/3D-MR-MS/all/patient13/patient13_T2W.nii.gz,,3D-MR-MS
